freq,p,o
1,http://dbpedia.org/ontology/associatedBand,http://dbpedia.org/resource/Storm_Corrosion
1,http://dbpedia.org/ontology/associatedBand,http://dbpedia.org/resource/Pagan_Rites
1,http://dbpedia.org/ontology/associatedBand,http://dbpedia.org/resource/Arckanum
1,http://dbpedia.org/ontology/associatedBand,http://dbpedia.org/resource/In_Mourning_(band)
1,http://dbpedia.org/ontology/associatedBand,http://dbpedia.org/resource/October_Tide
1,http://dbpedia.org/ontology/associatedMusicalArtist,http://dbpedia.org/resource/Ophthalamia
1,http://dbpedia.org/ontology/associatedMusicalArtist,http://dbpedia.org/resource/Nefandus
1,http://dbpedia.org/ontology/associatedMusicalArtist,http://dbpedia.org/resource/Pagan_Rites
1,http://dbpedia.org/ontology/associatedMusicalArtist,http://dbpedia.org/resource/Defleshed
1,http://dbpedia.org/ontology/associatedMusicalArtist,http://dbpedia.org/resource/Ribspreader
1,http://dbpedia.org/ontology/bandMember,http://dbpedia.org/resource/Richard_Cabeza
1,http://dbpedia.org/ontology/bandMember,http://dbpedia.org/resource/Tobias_Forge
1,http://dbpedia.org/ontology/bandMember,http://dbpedia.org/resource/Dan_Swanö
1,http://dbpedia.org/ontology/bandMember,http://dbpedia.org/resource/Dave_Ingram
1,http://dbpedia.org/ontology/bandMember,http://dbpedia.org/resource/Christian_Älvestam
1,http://dbpedia.org/ontology/bandMember,http://dbpedia.org/resource/Jani_Stefanovic
1,http://dbpedia.org/ontology/formerBandMember,http://dbpedia.org/resource/Magnus_Sahlgren
1,http://dbpedia.org/ontology/formerBandMember,http://dbpedia.org/resource/Emperor_Magus_Caligula
1,http://dbpedia.org/ontology/formerBandMember,http://dbpedia.org/resource/Daniel_Erlandsson
1,http://dbpedia.org/ontology/formerBandMember,http://dbpedia.org/resource/Peter_Tuthill
1,http://dbpedia.org/ontology/hometown,http://dbpedia.org/resource/Norrköping
1,http://dbpedia.org/ontology/hometown,http://dbpedia.org/resource/Everöd
1,http://dbpedia.org/ontology/hometown,http://dbpedia.org/resource/Saltsjöbaden
1,http://dbpedia.org/ontology/recordLabel,http://dbpedia.org/resource/WAR_Music
1,http://dbpedia.org/ontology/associatedBand,http://dbpedia.org/resource/Enforcer_(band)
1,http://dbpedia.org/ontology/associatedBand,http://dbpedia.org/resource/Insision
1,http://dbpedia.org/ontology/associatedBand,http://dbpedia.org/resource/Pan.Thy.Monium
1,http://dbpedia.org/ontology/associatedBand,http://dbpedia.org/resource/Funeral_Mist
1,http://dbpedia.org/ontology/associatedBand,http://dbpedia.org/resource/Shadowquest
1,http://dbpedia.org/ontology/associatedBand,http://dbpedia.org/resource/Lucyfire
1,http://dbpedia.org/ontology/associatedBand,http://dbpedia.org/resource/Nasum
1,http://dbpedia.org/ontology/associatedMusicalArtist,http://dbpedia.org/resource/Insision
1,http://dbpedia.org/ontology/associatedMusicalArtist,http://dbpedia.org/resource/Hypocrisy_(band)
1,http://dbpedia.org/ontology/associatedMusicalArtist,http://dbpedia.org/resource/Arckanum
1,http://dbpedia.org/ontology/associatedMusicalArtist,http://dbpedia.org/resource/Dimension_Zero
1,http://dbpedia.org/ontology/bandMember,http://dbpedia.org/resource/Fred_Estby
1,http://dbpedia.org/ontology/bandMember,http://dbpedia.org/resource/Andreas_Axelsson
1,http://dbpedia.org/ontology/bandMember,http://dbpedia.org/resource/Jesper_Strömblad
1,http://dbpedia.org/ontology/bandMember,http://dbpedia.org/resource/Adrian_Erlandsson
1,http://dbpedia.org/ontology/bandMember,http://dbpedia.org/resource/Johan_Edlund
1,http://dbpedia.org/ontology/bandMember,http://dbpedia.org/resource/Lars_Rosenberg
1,http://dbpedia.org/ontology/bandMember,http://dbpedia.org/resource/Martin_Åkesson
1,http://dbpedia.org/ontology/bandMember,http://dbpedia.org/resource/Valle_Adzic
1,http://dbpedia.org/ontology/formerBandMember,http://dbpedia.org/resource/Adrian_Erlandsson
1,http://dbpedia.org/ontology/formerBandMember,http://dbpedia.org/resource/Martin_van_Drunen
1,http://dbpedia.org/ontology/formerBandMember,http://dbpedia.org/resource/Peter_Tägtgren
1,http://dbpedia.org/ontology/formerBandMember,http://dbpedia.org/resource/Anders_Fridén
1,http://dbpedia.org/ontology/formerBandMember,http://dbpedia.org/resource/Jesper_Strömblad
1,http://dbpedia.org/ontology/formerBandMember,http://dbpedia.org/resource/Jonas_Renkse
1,http://dbpedia.org/ontology/hometown,http://dbpedia.org/resource/Forshaga
1,http://dbpedia.org/ontology/hometown,http://dbpedia.org/resource/Strömstad
1,http://dbpedia.org/ontology/recordLabel,http://dbpedia.org/resource/Black_Lodge_Records
1,http://dbpedia.org/ontology/recordLabel,http://dbpedia.org/resource/Cyclone_Empire_Records
1,http://dbpedia.org/ontology/associatedBand,http://dbpedia.org/resource/Deathstars
1,http://dbpedia.org/ontology/associatedBand,http://dbpedia.org/resource/Centinex
1,http://dbpedia.org/ontology/associatedBand,http://dbpedia.org/resource/Paradise_Lost_(band)
1,http://dbpedia.org/ontology/associatedBand,http://dbpedia.org/resource/Immortal_(band)
1,http://dbpedia.org/ontology/associatedBand,http://dbpedia.org/resource/The_Resistance_(Swedish_band)
1,http://dbpedia.org/ontology/associatedBand,http://dbpedia.org/resource/Setherial
1,http://dbpedia.org/ontology/associatedBand,http://dbpedia.org/resource/Abyssos
1,http://dbpedia.org/ontology/associatedBand,http://dbpedia.org/resource/Hordes_of_Hel
1,http://dbpedia.org/ontology/associatedBand,http://dbpedia.org/resource/Souldrainer
1,http://dbpedia.org/ontology/associatedBand,http://dbpedia.org/resource/Cranium_(band)
1,http://dbpedia.org/ontology/associatedBand,http://dbpedia.org/resource/Dead_by_April
1,http://dbpedia.org/ontology/associatedMusicalArtist,http://dbpedia.org/resource/Watain
1,http://dbpedia.org/ontology/associatedMusicalArtist,http://dbpedia.org/resource/Vomitory_(band)
1,http://dbpedia.org/ontology/associatedMusicalArtist,http://dbpedia.org/resource/Marduk_(band)
1,http://dbpedia.org/ontology/associatedMusicalArtist,http://dbpedia.org/resource/Beseech
1,http://dbpedia.org/ontology/associatedMusicalArtist,http://dbpedia.org/resource/Unanimated
1,http://dbpedia.org/ontology/associatedMusicalArtist,http://dbpedia.org/resource/Witchery
1,http://dbpedia.org/ontology/associatedMusicalArtist,http://dbpedia.org/resource/Setherial
1,http://dbpedia.org/ontology/associatedMusicalArtist,http://dbpedia.org/resource/Souldrainer
1,http://dbpedia.org/ontology/bandMember,http://dbpedia.org/resource/Sami_Karppinen
1,http://dbpedia.org/ontology/bandMember,http://dbpedia.org/resource/Martin_Axenrot
1,http://dbpedia.org/ontology/bandMember,http://dbpedia.org/resource/Reidar_Horghagen
1,http://dbpedia.org/ontology/bandMember,http://dbpedia.org/resource/Jonas_Björler
1,http://dbpedia.org/ontology/bandMember,http://dbpedia.org/resource/Matte_Andersson_(Vocals)
1,http://dbpedia.org/ontology/bandMember,http://dbpedia.org/resource/Heike_Langhans
1,http://dbpedia.org/ontology/formerBandMember,http://dbpedia.org/resource/Jon_Nödtveidt
1,http://dbpedia.org/ontology/formerBandMember,http://dbpedia.org/resource/Deathstars
1,http://dbpedia.org/ontology/formerBandMember,http://dbpedia.org/resource/Jörgen_Sandström
1,http://dbpedia.org/ontology/formerBandMember,http://dbpedia.org/resource/Johan_Liiva
1,http://dbpedia.org/ontology/hometown,http://dbpedia.org/resource/Avesta_(locality)
1,http://dbpedia.org/ontology/hometown,http://dbpedia.org/resource/Scandinavia
1,http://dbpedia.org/ontology/hometown,http://dbpedia.org/resource/Bolivia
1,http://dbpedia.org/ontology/hometown,http://dbpedia.org/resource/Säffle
1,http://dbpedia.org/ontology/recordLabel,http://dbpedia.org/resource/Art_Gates_Records
1,http://dbpedia.org/ontology/associatedBand,http://dbpedia.org/resource/Pantokrator_(band)
1,http://dbpedia.org/ontology/associatedBand,http://dbpedia.org/resource/Repugnant
1,http://dbpedia.org/ontology/associatedBand,http://dbpedia.org/resource/Cradle_of_Filth
1,http://dbpedia.org/ontology/associatedBand,http://dbpedia.org/resource/Tristitia
1,http://dbpedia.org/ontology/associatedBand,http://dbpedia.org/resource/Pain_(musical_project)
1,http://dbpedia.org/ontology/associatedBand,http://dbpedia.org/resource/Repulsion_(band)
1,http://dbpedia.org/ontology/associatedBand,http://dbpedia.org/resource/Godsic
1,http://dbpedia.org/ontology/associatedBand,http://dbpedia.org/resource/Impious
1,http://dbpedia.org/ontology/associatedBand,http://dbpedia.org/resource/Hail_of_Bullets
1,http://dbpedia.org/ontology/associatedBand,http://dbpedia.org/resource/Beseech
1,http://dbpedia.org/ontology/associatedBand,http://dbpedia.org/resource/General_Surgery_(band)
1,http://dbpedia.org/ontology/associatedBand,http://dbpedia.org/resource/Witchery
1,http://dbpedia.org/ontology/associatedBand,http://dbpedia.org/resource/Chastisement_(band)
1,http://dbpedia.org/ontology/associatedBand,http://dbpedia.org/resource/Defender_(band)
1,http://dbpedia.org/ontology/associatedMusicalArtist,http://dbpedia.org/resource/Pantokrator_(band)
1,http://dbpedia.org/ontology/associatedMusicalArtist,http://dbpedia.org/resource/Enforcer_(band)
1,http://dbpedia.org/ontology/associatedMusicalArtist,http://dbpedia.org/resource/Cardinal_Sin_(band)
1,http://dbpedia.org/ontology/associatedMusicalArtist,http://dbpedia.org/resource/Immortal_(band)
1,http://dbpedia.org/ontology/associatedMusicalArtist,http://dbpedia.org/resource/Diabolique_(band)
1,http://dbpedia.org/ontology/associatedMusicalArtist,http://dbpedia.org/resource/Shadowquest
1,http://dbpedia.org/ontology/associatedMusicalArtist,http://dbpedia.org/resource/Mayhem_(band)
1,http://dbpedia.org/ontology/associatedMusicalArtist,http://dbpedia.org/resource/Demonoid_(band)
1,http://dbpedia.org/ontology/bandMember,http://dbpedia.org/resource/Jonas_Kjellgren
1,http://dbpedia.org/ontology/bandMember,http://dbpedia.org/resource/Joakim_Svalberg
1,http://dbpedia.org/ontology/bandMember,http://dbpedia.org/resource/Erik_Peterson
1,http://dbpedia.org/ontology/bandMember,http://dbpedia.org/resource/Mikael_Norén
1,http://dbpedia.org/ontology/bandMember,http://dbpedia.org/resource/John_Frölén
1,http://dbpedia.org/ontology/formerBandMember,http://dbpedia.org/resource/Nicke_Andersson
1,http://dbpedia.org/ontology/formerBandMember,http://dbpedia.org/resource/Ole_Öhman
1,http://dbpedia.org/ontology/formerBandMember,http://dbpedia.org/resource/Bloodbath
1,http://dbpedia.org/ontology/formerBandMember,http://dbpedia.org/resource/Michael_Amott
1,http://dbpedia.org/ontology/formerBandMember,http://dbpedia.org/resource/Regain_Records
1,http://dbpedia.org/ontology/genre,http://dbpedia.org/resource/Mathcore
1,http://dbpedia.org/ontology/genre,http://dbpedia.org/resource/Avant-garde_metal
1,http://dbpedia.org/ontology/hometown,http://dbpedia.org/resource/Finspång
1,http://dbpedia.org/ontology/hometown,http://dbpedia.org/resource/Västerås
1,http://dbpedia.org/ontology/hometown,http://dbpedia.org/resource/Vallentuna
1,http://dbpedia.org/ontology/recordLabel,http://dbpedia.org/resource/Listenable_Records
1,http://dbpedia.org/ontology/recordLabel,http://dbpedia.org/resource/Cyclone_Empire
1,http://dbpedia.org/ontology/associatedBand,http://dbpedia.org/resource/Cardinal_Sin_(band)
1,http://dbpedia.org/ontology/associatedBand,http://dbpedia.org/resource/Amok_(band)
1,http://dbpedia.org/ontology/associatedBand,http://dbpedia.org/resource/Serpent_(band)
1,http://dbpedia.org/ontology/associatedBand,http://dbpedia.org/resource/Carnage_(band)
1,http://dbpedia.org/ontology/associatedBand,http://dbpedia.org/resource/Morpheus_(band)
1,http://dbpedia.org/ontology/associatedBand,http://dbpedia.org/resource/Blackwinds
1,http://dbpedia.org/ontology/associatedBand,http://dbpedia.org/resource/God_Among_Insects
1,http://dbpedia.org/ontology/associatedBand,http://dbpedia.org/resource/Sanctification_(band)
1,http://dbpedia.org/ontology/associatedBand,http://dbpedia.org/resource/Dawn_(Swedish_band)
1,http://dbpedia.org/ontology/associatedMusicalArtist,http://dbpedia.org/resource/Mortuus
1,http://dbpedia.org/ontology/associatedMusicalArtist,http://dbpedia.org/resource/Malign_(band)
1,http://dbpedia.org/ontology/associatedMusicalArtist,http://dbpedia.org/resource/Incinerator_(band)
1,http://dbpedia.org/ontology/associatedMusicalArtist,http://dbpedia.org/resource/In_Mourning_(band)
1,http://dbpedia.org/ontology/associatedMusicalArtist,http://dbpedia.org/resource/Lucyfire
1,http://dbpedia.org/ontology/associatedMusicalArtist,http://dbpedia.org/resource/Dundertåget
1,http://dbpedia.org/ontology/associatedMusicalArtist,http://dbpedia.org/resource/Hail_of_Bullets
1,http://dbpedia.org/ontology/associatedMusicalArtist,http://dbpedia.org/resource/Lake_of_Tears
1,http://dbpedia.org/ontology/associatedMusicalArtist,http://dbpedia.org/resource/Abyssos
1,http://dbpedia.org/ontology/associatedMusicalArtist,http://dbpedia.org/resource/Hordes_of_Hel
1,http://dbpedia.org/ontology/associatedMusicalArtist,http://dbpedia.org/resource/Sonic_Syndicate
1,http://dbpedia.org/ontology/bandMember,http://dbpedia.org/resource/Per_Nilsson_(guitarist)
1,http://dbpedia.org/ontology/formerBandMember,http://dbpedia.org/resource/John_Zwetsloot
1,http://dbpedia.org/ontology/formerBandMember,http://dbpedia.org/resource/Set_Teitan
1,http://dbpedia.org/ontology/formerBandMember,http://dbpedia.org/resource/Fredrik_Isaksson
1,http://dbpedia.org/ontology/formerBandMember,http://dbpedia.org/resource/Fred_Estby
1,http://dbpedia.org/ontology/formerBandMember,http://dbpedia.org/resource/Henrik_Lindström_(Guitas/Bass)
1,http://dbpedia.org/ontology/formerBandMember,http://dbpedia.org/resource/Glenn_Ljungström
1,http://dbpedia.org/ontology/genre,http://dbpedia.org/resource/Viking_metal
1,http://dbpedia.org/ontology/hometown,http://dbpedia.org/resource/Östersund
1,http://dbpedia.org/ontology/hometown,http://dbpedia.org/resource/Västervik
1,http://dbpedia.org/ontology/hometown,http://dbpedia.org/resource/Edsbyn
1,http://dbpedia.org/ontology/recordLabel,http://dbpedia.org/resource/The_End_Records
1,http://dbpedia.org/ontology/recordLabel,http://dbpedia.org/resource/Deathlike_Silence_Productions
1,http://dbpedia.org/ontology/recordLabel,http://dbpedia.org/resource/Universal_Music_Group
1,http://dbpedia.org/ontology/recordLabel,http://dbpedia.org/resource/The_Ballistics
1,http://dbpedia.org/ontology/recordLabel,http://dbpedia.org/resource/Pulverised_Records
1,http://dbpedia.org/ontology/recordLabel,http://dbpedia.org/resource/Xtreem_Music
1,http://dbpedia.org/ontology/associatedBand,http://dbpedia.org/resource/Devil_Lee_Rot
1,http://dbpedia.org/ontology/associatedBand,http://dbpedia.org/resource/Carbonized
1,http://dbpedia.org/ontology/associatedBand,http://dbpedia.org/resource/Mayhem_(band)
1,http://dbpedia.org/ontology/associatedBand,http://dbpedia.org/resource/Dundertåget
1,http://dbpedia.org/ontology/associatedBand,http://dbpedia.org/resource/Steel_Attack
1,http://dbpedia.org/ontology/associatedBand,http://dbpedia.org/resource/Unanimated
1,http://dbpedia.org/ontology/associatedBand,http://dbpedia.org/resource/Satanic_Slaughter
1,http://dbpedia.org/ontology/associatedBand,http://dbpedia.org/resource/Sonic_Syndicate
1,http://dbpedia.org/ontology/associatedMusicalArtist,http://dbpedia.org/resource/Cut_Up
1,http://dbpedia.org/ontology/associatedMusicalArtist,http://dbpedia.org/resource/Martyrdöd
1,http://dbpedia.org/ontology/associatedMusicalArtist,http://dbpedia.org/resource/Deranged_(band)
1,http://dbpedia.org/ontology/associatedMusicalArtist,http://dbpedia.org/resource/Funeral_Mist
1,http://dbpedia.org/ontology/associatedMusicalArtist,http://dbpedia.org/resource/Craft_(band)
1,http://dbpedia.org/ontology/associatedMusicalArtist,http://dbpedia.org/resource/Repulsion_(band)
1,http://dbpedia.org/ontology/associatedMusicalArtist,http://dbpedia.org/resource/Ceremonial_Oath
1,http://dbpedia.org/ontology/associatedMusicalArtist,http://dbpedia.org/resource/A*Teem
1,http://dbpedia.org/ontology/associatedMusicalArtist,http://dbpedia.org/resource/Cranium_(band)
1,http://dbpedia.org/ontology/associatedMusicalArtist,http://dbpedia.org/resource/Defender_(band)
1,http://dbpedia.org/ontology/bandMember,http://dbpedia.org/resource/Lori_Lewis
1,http://dbpedia.org/ontology/bandMember,http://dbpedia.org/resource/Nick_Holmes
1,http://dbpedia.org/ontology/bandMember,http://dbpedia.org/resource/Erik_Andersson_(Drums)
1,http://dbpedia.org/ontology/formerBandMember,http://dbpedia.org/resource/Arckanum
1,http://dbpedia.org/ontology/formerBandMember,http://dbpedia.org/resource/Fredric_Danielsson_(Bass)
1,http://dbpedia.org/ontology/formerBandMember,http://dbpedia.org/resource/Christofer_Johnsson
1,http://dbpedia.org/ontology/formerBandMember,http://dbpedia.org/resource/Patrik_Jensen
1,http://dbpedia.org/ontology/hometown,http://dbpedia.org/resource/Småland
1,http://dbpedia.org/ontology/hometown,http://dbpedia.org/resource/Trollhättan
1,http://dbpedia.org/ontology/hometown,http://dbpedia.org/resource/Helsingborg
1,http://dbpedia.org/ontology/recordLabel,http://dbpedia.org/resource/Columbia_Records
1,http://dbpedia.org/ontology/recordLabel,http://dbpedia.org/resource/Osmose_Productions
1,http://dbpedia.org/ontology/soundRecording,http://dbpedia.org/resource/Therion_(band)__Sound__1
1,http://dbpedia.org/ontology/associatedBand,http://dbpedia.org/resource/Sanctifica
1,http://dbpedia.org/ontology/associatedBand,http://dbpedia.org/resource/Mortuus
1,http://dbpedia.org/ontology/associatedBand,http://dbpedia.org/resource/Malign_(band)
1,http://dbpedia.org/ontology/associatedBand,http://dbpedia.org/resource/Raubtier
1,http://dbpedia.org/ontology/associatedBand,http://dbpedia.org/resource/Rammstein
1,http://dbpedia.org/ontology/associatedBand,http://dbpedia.org/resource/Lindemann_(band)
1,http://dbpedia.org/ontology/associatedMusicalArtist,http://dbpedia.org/resource/Subvision
1,http://dbpedia.org/ontology/associatedMusicalArtist,http://dbpedia.org/resource/Expulsion_(band)
1,http://dbpedia.org/ontology/associatedMusicalArtist,http://dbpedia.org/resource/Second_Sky
1,http://dbpedia.org/ontology/associatedMusicalArtist,http://dbpedia.org/resource/Impious
1,http://dbpedia.org/ontology/associatedMusicalArtist,http://dbpedia.org/resource/Messiah_(Swiss_band)
1,http://dbpedia.org/ontology/associatedMusicalArtist,http://dbpedia.org/resource/Morpheus_(band)
1,http://dbpedia.org/ontology/associatedMusicalArtist,http://dbpedia.org/resource/Blackwinds
1,http://dbpedia.org/ontology/associatedMusicalArtist,http://dbpedia.org/resource/Chastisement_(band)
1,http://dbpedia.org/ontology/associatedMusicalArtist,http://dbpedia.org/resource/Sanctification_(band)
1,http://dbpedia.org/ontology/associatedMusicalArtist,http://dbpedia.org/resource/Dawn_(Swedish_band)
1,http://dbpedia.org/ontology/bandMember,http://dbpedia.org/resource/Demonoid_(band)
1,http://dbpedia.org/ontology/bandMember,http://dbpedia.org/resource/Mikael_Åkerfeldt
1,http://dbpedia.org/ontology/bandMember,http://dbpedia.org/resource/Robin_Sörqvist
1,http://dbpedia.org/ontology/formerBandMember,http://dbpedia.org/resource/Mikael_Dahlqvist_(Guitars)
1,http://dbpedia.org/ontology/formerBandMember,http://dbpedia.org/resource/Stefan_Grundel_(Guitas)
1,http://dbpedia.org/ontology/genre,http://dbpedia.org/resource/Occult_rock
1,http://dbpedia.org/ontology/genre,http://dbpedia.org/resource/Heavy_metal_music
1,http://dbpedia.org/ontology/genre,http://dbpedia.org/resource/Symphonic_metal
1,http://dbpedia.org/ontology/genre,http://dbpedia.org/resource/Groove_metal
1,http://dbpedia.org/ontology/hometown,http://dbpedia.org/resource/Strängnäs
1,http://dbpedia.org/ontology/hometown,http://dbpedia.org/resource/Växjö
1,http://dbpedia.org/ontology/hometown,"http://dbpedia.org/resource/Sala,_Sweden"
1,http://dbpedia.org/ontology/recordLabel,http://dbpedia.org/resource/Combat_Records
1,http://dbpedia.org/ontology/recordLabel,http://dbpedia.org/resource/Norma_Evangelium_Diaboli
1,http://dbpedia.org/ontology/recordLabel,http://dbpedia.org/resource/Deaf_Records
1,http://dbpedia.org/ontology/recordLabel,http://dbpedia.org/resource/Godhead_(record_label)
1,http://dbpedia.org/ontology/recordLabel,http://dbpedia.org/resource/Foundation_2000
1,http://dbpedia.org/ontology/recordLabel,http://dbpedia.org/resource/Imperial_Dawn_Records
1,http://dbpedia.org/ontology/associatedBand,http://dbpedia.org/resource/Crashdïet
1,http://dbpedia.org/ontology/associatedBand,http://dbpedia.org/resource/Subvision
1,http://dbpedia.org/ontology/associatedBand,http://dbpedia.org/resource/Defleshed
1,http://dbpedia.org/ontology/associatedMusicalArtist,http://dbpedia.org/resource/Sanctifica
1,http://dbpedia.org/ontology/associatedMusicalArtist,http://dbpedia.org/resource/Cradle_of_Filth
1,http://dbpedia.org/ontology/associatedMusicalArtist,http://dbpedia.org/resource/Crashdïet
1,http://dbpedia.org/ontology/associatedMusicalArtist,http://dbpedia.org/resource/October_Tide
1,http://dbpedia.org/ontology/associatedMusicalArtist,http://dbpedia.org/resource/The_Resistance_(Swedish_band)
1,http://dbpedia.org/ontology/associatedMusicalArtist,http://dbpedia.org/resource/Serpent_(band)
1,http://dbpedia.org/ontology/associatedMusicalArtist,http://dbpedia.org/resource/Satanic_Slaughter
1,http://dbpedia.org/ontology/bandMember,http://dbpedia.org/resource/Katatonia
1,http://dbpedia.org/ontology/bandMember,http://dbpedia.org/resource/Oskar_Nilsson_(drummer)
1,http://dbpedia.org/ontology/bandMember,http://dbpedia.org/resource/Piotr_Wawrzeniuk
1,http://dbpedia.org/ontology/bandMember,http://dbpedia.org/resource/John_Odhinn_Sandin
1,http://dbpedia.org/ontology/formerBandMember,http://dbpedia.org/resource/List_of_Opeth_band_members
1,http://dbpedia.org/ontology/formerBandMember,http://dbpedia.org/resource/Dead_(musician)
1,http://dbpedia.org/ontology/hometown,http://dbpedia.org/resource/Uppsala
1,http://dbpedia.org/ontology/hometown,http://dbpedia.org/resource/Arvika
1,http://dbpedia.org/ontology/hometown,http://dbpedia.org/resource/Norsborg
1,http://dbpedia.org/ontology/hometown,http://dbpedia.org/resource/Mölndal
1,http://dbpedia.org/ontology/hometown,http://dbpedia.org/resource/Halmstad
1,http://dbpedia.org/ontology/hometown,http://dbpedia.org/resource/Karlstad
1,http://dbpedia.org/ontology/hometown,http://dbpedia.org/resource/Hjärup
1,http://dbpedia.org/ontology/hometown,http://dbpedia.org/resource/Argentina
1,http://dbpedia.org/ontology/hometown,http://dbpedia.org/resource/Örebro
1,http://dbpedia.org/ontology/recordLabel,http://dbpedia.org/resource/Cold_Records
1,http://dbpedia.org/ontology/soundRecording,http://dbpedia.org/resource/Opeth__Sound__1
